FAR_CODE_DATA_BLOCK_ID,DATA_BLOCK_FIELDS_ID,VALUE_TXT,FAR_CODE_ID
3167,16,"Other case ID received in the rejected
transaction",144
3168,17,REJCT,144
3169,19,=N,144
3170,20,=0 (numeric),144
3171,21,=0 (numeric),144
3172,23,=0 (numeric),144
3173,24,=0 (numeric),144
3174,25,=0 (numeric),144
3175,26,=1,144
3176,269,=Fill as indicated under business usage,144
3177,8,003,145
3178,9,Fill as appropriate,145
3179,12,R,145
3180,13,MSC,145
3181,15,Your case ID,145
3182,16,Other case ID,145
3183,17,GRINT,145
3184,19,=N,145
3185,20,=1,145
3186,21,=1,145
3187,23,Fill as appropriate,145
3188,24,Fill as appropriate,145
3189,25,=0 (Numeric),145
3190,26,=0 (Numeric),145
3191,33,Fill as appropriate,145
3192,34,=O (Alpha),145
3193,37,Payment city,145
3194,38,Payment state,145
3195,39,Payment ZIP Code,145
3196,41,Your state contact last name,145
3197,42,Your state contact first name,145
3198,45,Contact address,145
3199,47,Contact city,145
3200,48,Contact state,145
3201,49,Contact ZIP Code,145
3202,51,Contact phone number,145
3203,194,NCP last name,145
3204,195,NCP first name,145
3205,199,NCP Social Security number,145
3206,198,NCP date of birth,145
3207,194,Participant last name,145
3208,195,Participant first name,145
3209,198,Fill as appropriate,145
3210,202,Fill as appropriate,145
3211,203,=O (Alpha),145
3212,204,Fill as appropriate,145
3213,227,FIPS code of state that issued order,145
3214,228,FIPS code of county that issued order,145
3215,230,The order ID,145
3216,231,Date order was filed in your state,145
3217,232,Fill as appropriate,145
3218,233,Fill as appropriate,145
3219,234,Fill as appropriate,145
3220,235,Dollar amount per frequency,145
3221,236,Date the obligation starts to accrue,145
3222,254,Y or N,145
3223,8,003,146
3224,9,Fill as appropriate,146
3225,12,R,146
3226,13,MSC,146
3227,15,Your case ID,146
3228,17,GRPAY,146
3229,19,=N,146
3230,20,=1,146
3231,21,=1,146
3232,23,Fill as appropriate,146
3233,24,=1,146
3234,25,=0 (Numeric),146
3235,26,=1 (Numeric),146
3236,33,Fill as appropriate,146
3237,34,=O (Alpha),146
3238,37,Payment city,146
3239,38,Payment state,146
3240,39,Payment ZIP Code,146
3241,41,Your state contact last name,146
3242,42,Your state contact first name,146
3243,45,Contact address,146
3244,47,Contact city,146
3245,48,Contact state,146
3246,49,Contact ZIP Code,146
3247,51,Contact phone number,146
3248,194,NCP last name,146
3249,195,NCP first name,146
3250,199,NCP Social Security number,146
3251,198,NCP date of birth,146
3252,84,NCP street address,146
3253,86,NCP city,146
3254,87,NCP state,146
3255,88,NCP ZIP Code,146
3256,96,Required if residential address present,146
3257,98,Fill as appropriate,146
3258,194,Participant last name,146
3259,195,Participant first name,146
3260,198,Fill as appropriate,146
3261,202,Fill as appropriate,146
3262,203,=O (Alpha),146
3263,204,Fill as appropriate,146
3264,227,FIPS code of state that issued order,146
3265,228,FIPS code of county that issued order,146
3266,230,The order ID,146
3267,231,Date order was filed in your state,146
3268,232,Fill as appropriate,146
3269,233,Fill as appropriate,146
3270,234,Fill as appropriate,146
3271,235,Dollar amount per frequency,146
3272,236,Date obligation starts to accrue,146
3273,254,Y or N,146
3274,267,=O (alpha),146
3275,269,Fill as appropriate,146
3276,8,003,147
3277,12,R,147
3278,13,MSC,147
3279,15,Your case ID,147
3280,16,Other case ID,147
3281,17,GRPOC,147
3282,19,=N,147
3283,20,=1,147
3284,21,=1,147
3285,22,=0 (numeric),147
3286,23,=1,147
3287,24,=0 (numeric),147
3288,25,=0 (numeric),147
3289,26,Fill as appropriate,147
3290,33,Fill as appropriate,147
3291,34,=O (alpha),147
3292,41,Your state contact last name,147
3293,42,Your state contact first name,147
3294,45,Contact address,147
3295,47,Contact city,147
3296,48,Contact state,147
3297,49,Contact ZIP Code,147
3298,51,Contact phone number,147
3299,194,NCP last name,147
3300,195,NCP first name,147
3301,199,NCP Social Security number,147
3302,198,NCP date of birth,147
3303,194,Participant last name,147
3304,195,Participant first name,147
3305,202,Fill as appropriate,147
3306,203,=O (alpha),147
3307,204,Fill as appropriate,147
3308,267,=O (alpha),147
3309,269,Fill as appropriate,147
3310,8,003,148
3311,12,R,148
3312,13,MSC,148
3313,15,Your case ID,148
3314,16,Other case ID,148
3315,17,GRUPD,148
3316,19,=N,148
3317,20,=1,148
3318,21,=1,148
3319,22,=0 (numeric),148
3320,23,Fill as appropriate,148
3321,24,=0 (numeric),148
3322,25,=0 (numeric),148
3323,26,=0 (numeric),148
3324,33,Fill as appropriate,148
3325,34,=O (alpha),148
3326,41,Your state contact last name,148
3327,42,Your state contact first name,148
3328,45,Contact address,148
3329,47,Contact city,148
3330,48,Contact state,148
3331,49,Contact ZIP Code,148
3332,51,Contact phone number,148
3333,194,NCP last name,148
3334,195,NCP first name,148
3335,199,NCP Social Security number,148
3336,198,NCP date of birth,148
3337,194,Participant last name,148
3338,195,Participant first name,148
3339,202,Fill as appropriate,148
3340,203,=O (alpha),148
3341,204,Fill as appropriate,148
3342,8,003,167
3343,9,Fill as appropriate,167
3344,12,R,167
3345,13,PAT,167
3346,15,Your case ID,167
3347,19,=N,167
3348,20,=1 (numeric),167
3349,21,=1 (numeric),167
3350,22,=1 (numeric),167
3351,23,Fill as appropriate,167
3352,24,=0 (numeric),167
3353,25,=0 (numeric),167
3354,26,=0 (numeric),167
3355,33,Any case type except non-IV-D,167
3356,34,=O (alpha),167
3357,41,Your state contact last name,167
3358,42,Your state contact first name,167
3359,45,Contact address,167
3360,47,Contact city,167
3361,48,Contact state,167
3362,49,Contact ZIP Code,167
3363,194,NCP last name,167
3364,195,NCP first name,167
3365,199,NCP Social Security number,167
3366,198,NCP date of birth,167
3367,84,NCP address,167
3368,86,NCP city,167
3369,87,NCP state,167
3370,88,NCP ZIP Code,167
3371,98,=Y,167
3372,194,Participant last name,167
3373,195,Participant first name,167
3374,198,Participant date of birth,167
3375,199,Participant Social Security number,167
3376,202,Fill as appropriate,167
3377,203,=O (alpha),167
3378,204,Fill as appropriate,167
3379,8,003,168
3380,9,Fill as appropriate,168
3381,12,A,168
3382,13,PAT,168
3383,15,Your case ID,168
3384,16,Other case ID,168
3385,17,AADIN,168
3386,19,=N,168
3387,20,=1,168
3388,21,=1,168
3389,23,=1,168
3390,24,=0 (numeric),168
3391,25,=0 (numeric),168
3392,26,=1,168
3393,33,Fill as appropriate,168
3394,34,=O (alpha),168
3395,41,Your state contact last name,168
3396,42,Your state contact first name,168
3397,45,Contact address,168
3398,47,Contact city,168
3399,48,Contact state,168
3400,49,Contact ZIP Code,168
3401,51,Contact phone number,168
3402,194,NCP last name,168
3403,195,NCP first name,168
3404,199,NCP Social Security number,168
3405,198,NCP date of birth,168
3406,194,Participant last name,168
3407,195,Participant first name,168
3408,202,Fill as appropriate,168
3409,203,=O (alpha),168
3410,267,=O (alpha),168
3411,269,Fill as appropriate,168
3412,8,003,169
3413,9,Fill as appropriate,169
3414,12,A,169
3415,13,PAT,169
3416,15,Your case ID,169
3417,16,Other case ID,169
3418,17,ANOAD,169
3419,19,=N,169
3420,20,=1,169
3421,21,=1,169
3422,23,=1,169
3423,24,=0 (numeric),169
3424,25,=0 (numeric),169
3425,26,=0 (numeric),169
3426,33,Fill as appropriate,169
3427,34,=O (alpha),169
3428,41,Your state contact last name,169
3429,42,Your state contact first name,169
3430,45,Contact address,169
3431,47,Contact city,169
3432,48,Contact state,169
3433,49,Contact ZIP Code,169
3434,51,Contact phone number,169
3435,194,NCP last name,169
3436,195,NCP first name,169
3437,199,NCP Social Security number,169
3438,198,NCP date of birth,169
3439,194,Participant last name,169
3440,195,Participant first name,169
3441,202,Fill as appropriate,169
3442,203,=O (alpha),169
3443,8,003,170
3444,9,Fill as appropriate,170
3445,12,P,170
3446,13,PAT,170
3447,15,Your case ID,170
3448,16,Other case ID,170
3449,17,PIBTS,170
3450,18,Date genetic test scheduled,170
3451,19,=N,170
3452,20,=1,170
3453,21,=1,170
3454,23,Fill as appropriate,170
3455,24,=0 (numeric),170
3456,25,=0 (numeric),170
3457,26,Fill as appropriate,170
3458,33,Fill as appropriate,170
3459,34,=O (alpha),170
3460,41,Your state contact last name,170
3461,42,Your state contact first name,170
3462,45,Contact address,170
3463,47,Contact city,170
3464,48,Contact state,170
3465,49,Contact ZIP Code,170
3466,51,Contact phone number,170
3467,194,NCP last name,170
3468,195,NCP first name,170
3469,199,NCP Social Security number,170
3470,198,NCP date of birth,170
3471,194,Participant last name,170
3472,195,Participant first name,170
3473,202,Fill as appropriate,170
3474,203,=O (alpha),170
3475,204,Fill as appropriate,170
3476,8,003,171
3477,9,Fill as appropriate,171
3478,12,P,171
3479,13,PAT,171
3480,15,Your case ID,171
3481,16,Other case ID,171
3482,17,PICHS,171
3483,18,Date hearing scheduled,171
3484,19,=N,171
3485,20,=1,171
3486,21,=1,171
3487,23,Fill as appropriate,171
3488,24,=0 (numeric),171
3489,25,=0 (numeric),171
3490,26,Fill as appropriate,171
3491,33,Fill as appropriate,171
3492,34,=O (alpha),171
3493,41,Your state contact last name,171
3494,42,Your state contact first name,171
3495,45,Contact address,171
3496,47,Contact city,171
3497,48,Contact state,171
3498,49,Contact ZIP Code,171
3499,51,Contact phone number,171
3500,194,NCP last name,171
3501,195,NCP first name,171
3502,199,NCP Social Security number,171
3503,198,NCP date of birth,171
3504,194,Participant last name,171
3505,195,Participant first name,171
3506,202,Fill as appropriate,171
3507,203,=O (alpha),171
3508,204,Fill as appropriate,171
3509,8,003,172
3510,9,Fill as appropriate,172
3511,12,P,172
3512,13,PAT,172
3513,15,Your case ID,172
3514,16,Other case ID,172
3515,17,PIPNS,172
3516,19,=N,172
3517,20,=1,172
3518,21,=1,172
3519,23,Fill as appropriate,172
3520,24,=0 (numeric),172
3521,25,=0 (numeric),172
3522,26,Fill as appropriate,172
3523,33,Fill as appropriate,172
3524,34,=O (alpha),172
3525,41,Your state contact last name,172
3526,42,Your state contact first name,172
3527,45,Contact address,172
3528,47,Contact city,172
3529,48,Contact state,172
3530,49,Contact ZIP Code,172
3531,51,Contact phone number,172
3532,194,NCP last name,172
3533,195,NCP first name,172
3534,199,NCP Social Security number,172
3535,198,NCP date of birth,172
3536,194,Participant last name,172
3537,195,Participant first name,172
3538,202,Fill as appropriate,172
3539,203,=O (alpha),172
3540,204,Fill as appropriate,172
3541,267,=O (alpha),172
3542,269,Fill as appropriate,172
3543,8,003,173
3544,9,Fill as appropriate,173
3545,12,P,173
3546,13,PAT,173
3547,15,Your case ID,173
3548,16,Other case ID,173
3549,17,PSESO,173
3550,19,=N,173
3551,20,=1,173
3552,21,=1,173
3553,23,Fill as appropriate,173
3554,24,Fill as appropriate,173
3555,25,=0 (numeric),173
3556,26,=0 (numeric),173
3557,33,Fill as appropriate,173
3558,34,=O (alpha),173
3559,41,Your state contact last name,173
3560,42,Your state contact first name,173
3561,45,Contact address,173
3562,47,Contact city,173
3563,48,Contact state,173
3564,49,Contact ZIP Code,173
3565,51,Contact phone number,173
3566,194,NCP last name,173
3567,195,NCP first name,173
3568,199,NCP Social Security number,173
3569,198,NCP date of birth,173
3570,194,Participant last name,173
3571,195,Participant first name,173
3572,202,Fill as appropriate,173
3573,203,=O (alpha),173
3574,204,Fill as appropriate,173
3575,227,FIPS code of state that issued order,173
3576,228,FIPS code of county that issued order,173
3577,230,The order ID,173
3578,231,Date order was filed in your state,173
3579,232,Fill as appropriate,173
3580,233,Fill as appropriate,173
3581,234,Fill as appropriate,173
3582,235,Dollar amount per frequency,173
3583,236,Date the obligation starts to accrue,173
3584,254,Y or N,173
3585,8,003,174
3586,9,Fill as appropriate,174
3587,12,P,174
3588,13,PAT,174
3589,15,Your case ID,174
3590,16,Other case ID,174
3591,17,PSEST,174
3592,19,=N,174
3593,20,=1,174
3594,21,=1,174
3595,23,Fill as appropriate,174
3596,24,=1,174
3597,25,=0 (numeric),174
3598,26,=0 (numeric),174
3599,33,Fill as appropriate,174
3600,34,=O (alpha),174
3601,41,Your state contact last name,174
3602,42,Your state contact first name,174
3603,45,Contact address,174
3604,47,Contact city,174
3605,48,Contact state,174
3606,49,Contact ZIP Code,174
3607,51,Contact phone number,174
3608,194,NCP last name,174
3609,195,NCP first name,174
3610,199,NCP Social Security number,174
3611,198,NCP date of birth,174
3612,194,Participant last name,174
3613,195,Participant first name,174
3614,202,Fill as appropriate,174
3615,203,=O (alpha),174
3616,204,Fill as appropriate,174
3617,227,FIPS code of state that issued order,174
3618,228,FIPS code of county that issued order,174
3619,230,The order ID,174
3620,231,Date order was filed in your state,174
3621,232,=P,174
3622,233,Fill as appropriate,174
3623,235,=+00000000.00,174
3624,8,003,175
3625,9,Fill as appropriate,175
3626,12,P,175
3627,13,PAT,175
3628,15,Your case ID,175
3629,16,Other case ID,175
3630,17,PSSTO,175
3631,19,=N,175
3632,20,=1,175
3633,21,=1,175
3634,23,Fill as appropriate,175
3635,24,=1,175
3636,25,=0 (numeric),175
3637,26,=0 (numeric),175
3638,33,Fill as appropriate,175
3639,34,=O (alpha),175
3640,41,Your state contact last name,175
3641,42,Your state contact first name,175
3642,45,Contact address,175
3643,47,Contact city,175
3644,48,Contact state,175
3645,49,Contact ZIP Code,175
3646,51,Contact phone number,175
3647,194,NCP last name,175
3648,195,NCP first name,175
3649,199,NCP Social Security number,175
3650,198,NCP date of birth,175
3651,194,Participant last name,175
3652,195,Participant first name,175
3653,202,Fill as appropriate,175
3654,203,=O (alpha),175
3655,204,Fill as appropriate,175
3656,227,FIPS code of state that issued order,175
3657,228,FIPS code of county that issued order,175
3658,230,The order ID,175
3659,231,Date order was filed in your state,175
3660,232,P,175
3661,233,Fill as appropriate,175
3662,235,=+00000000.00,175
3663,8,003,176
3664,9,Fill as appropriate,176
3665,12,P,176
3666,13,PAT,176
3667,15,Your case ID,176
3668,16,Other case ID,176
3669,17,PUEST,176
3670,19,=N,176
3671,20,=1,176
3672,21,=1,176
3673,23,Fill as appropriate,176
3674,24,=0 (numeric),176
3675,25,=0 (numeric),176
3676,26,Fill as appropriate,176
3677,33,Fill as appropriate,176
3678,34,=O (alpha),176
3679,41,Your state contact last name,176
3680,42,Your state contact first name,176
3681,45,Contact address,176
3682,47,Contact city,176
3683,48,Contact state,176
3684,49,Contact ZIP Code,176
3685,51,Contact phone number,176
3686,194,NCP last name,176
3687,195,NCP first name,176
3688,199,NCP Social Security number,176
3689,198,NCP date of birth,176
3690,194,Participant last name,176
3691,195,Participant first name,176
3692,202,Fill as appropriate,176
3693,203,=O (alpha),176
3694,204,Fill as appropriate,176
